category,alcohol_100g,brands,brands_tags,carbohydrates_100g,categories,categories_tags,code,countries,countries_tags,energy-kcal_100g,energy-kj_100g,fat_100g,fiber_100g,ingredients_text,no_nutrition_data,nova_group,nutriscore_grade,nutriscore_score,origins,origins_tags,product_name,proteins_100g,quantity,salt_100g,saturated-fat_100g,serving_size,sodium_100g,sugars_100g,fruits-vegetables-nuts_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-a_100g,vitamin-d_100g,iron_100g,calcium_100g,pantothenic-acid_100g,vitamin-pp_100g,potassium_100g,fruits-vegetables-nuts-dried_100g,caffeine_100g,vitamin-b12_100g,vitamin-c_100g
snacks,,Fin Carré,['fin-carre'],51.6,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Milk chocolates, Chocolates with hazelnuts, Dark chocolate bar with less than 70% cocoa, Milk chocolates with hazelnuts","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'en:milk-chocolates', 'en:chocolates-with-hazelnuts', 'en:dark-chocolate-bar-with-less-than-70-cocoa', 'en:milk-chocolates-with-hazelnuts']",20029838,"Франция,България","['en:bulgaria', 'en:france']",554.0,2312.0,34.6,2.5,"sugar, cocoa butter, 12% hazelnuts, skimmed milk powder, cocoa mass, whey powder (milk), concentrated butter (milk), hazelnut paste, emulsifier: lecithin (soy), vanilla extract",,4.0,e,24,Non indiqué,['en:unspecified'],Haselnuss,7.9,100 g,0.22,16.9,16.7g,0.088,50.4,,,,,,,,,,,,,,
snacks,,"LU,Mondelez,Kraft Foods","['lu', 'mondelez', 'kraft-foods']",63.0,"Snacks,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits feuilletés,Snacks sucrés","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits', 'en:flaky-biscuits']",3056440032696,France,['en:france'],507.0,2121.0,25.0,2.9,"Farine de blé 47 %, huiles végétales (palme, coprah), sucre, chocolat en poudre 7,5 % (sucre, cacao en poudre), lactose (de lait), poudres à lever (carbonate d'ammonium, carbonate de sodium), lait entier en poudre, pâte de cacao, sel, pâte de noisettes, émulsifiant (lécithines de soja) : peut contenir œuf et autres fruits à coque",,4.0,e,22,,[],Petits coeurs chocolat,5.9,125 g,0.84,16.0,28g,0.336,29.0,,,,,,,,,,,,,,
snacks,,"Gerblé Bio,Gerblé","['gerble-bio', 'gerble']",67.0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits']",3175681257566,"Francia,Reunión","['en:france', 'en:reunion']",456.0,,16.0,5.2,"Farine de _blé_ 71,5 % , sucre de canne, huile de tournesol oléique, son de blé, poudres à lever (acide citrique, carbonates de sodium), huile essentielle de citron, gingembre en poudre, sel de mer, *Ingrédients issus de l'agriculture biologique, Fabriqué dans un atelier qui utilise des _fruits à coque_, du _lupin_, des _oeufs_, du _lait_, du _sésame_ et du _soja_,",,3.0,b,0,"Francia,fr:Gingembre : non UE","['en:france', 'fr:gingembre-non-ue']",Gingembre saveur citron (biscuits),8.3,132 g,0.44,1.4,,0.176,17.0,,,,,,,,,,,,,,
snacks,,Gerblé,['gerble'],63.0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits']",3175681077324,"Francia,Reunión","['en:france', 'en:reunion']",464.0,1948.0,18.0,5.1,"Farine de blé 53,7%, huile de colza, pépites de chocolat 9,9% (pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithines de soja), sucre de canne roux, amandes torréfiées 6,6%, germe de blé 5,1%, sirop de glucose, fructose, arôme naturel, magnésium, farine de riz, émulsifiant : lécithines de colza, fibres d'avoine, farine d'avoine, poudres à lever (carbonates de sodium, acide citrique, carbonates d'ammonium), farine de seigle, calcium, farine de maïs, sel, protéines de lait, lactosérum en poudre, extrait de malt d'orge, amidon de blé, vitamines B6, D, E (lactose, protéines de lait).",,4.0,c,9,,[],Biscuit chocolat saveur amande,10.0,200 g,0.7,3.1,Deux biscuits (25 g),0.28,17.0,,0.00017,,,8.3e-07,,0.18,,,,,,,
snacks,,"JARDIN BIO ETIC,Jardin bio","['jardin-bio-etic', 'jardin-bio']",79.0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Tartines craquantes extrudées","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:extruded-crispbreads']",3760020508371,France,['en:france'],378.0,1603.0,1.6,4.7,"Farine de riz* 50%, farine de sarrasin* 25,5%, farine de maïs* 18%, farine de teff* 6%, sel marin. *Produits issus de l'agriculture biologique.",,3.0,a,-3,,[],Tartines craquantes Multicéréales,9.6,150 g,0.5,0.5,23 g (4 tartines / Per 4 crispbreads / Voor 4 crackers (= 23 g)),0.2,0.6,,,,,,,,,,,,,,
snacks,,LU,['lu'],62.0,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux, Biscuits au chocolat, en:sponge-cake, Barquettes, Barquettes au chocolat","['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:cakes', 'en:chocolate-biscuits', 'en:sponge-cakes', 'fr:barquettes', 'fr:barquettes-au-chocolat']",3017760038331,"Francia,Reunión,España","['en:france', 'en:reunion', 'en:spain']",489.0,2050.0,23.0,2.6,"Sucre, farine de blé 20%, huile de colza, ceufs, chocolat en poudre 13 % (sucre, cacao en poudre), pâte de noisette 6%, lait écrémé en poudre 4,5 % ( équivalent lait écrémé 49 %), sirop de glucose-fructose, poudres à lever (diphosphates, carbonates de sodium), émulsifiants (E471, lécithines de soja), sel, acidifiant (acide citrique), amidon de blé, arômes naturels, levure sèche. Peut contenir autres fruits à coque.",,4.0,d,17,Union européenne,['en:european-union'],La Barquette (chocolat),6.5,120 g,0.34,2.9,6.66g,0.136,47.0,,,,,,,,,,,,,,
snacks,,"Heudebert,LU,Mondelez","['heudebert', 'lu', 'mondelez']",68.0,"Snacks,Snacks salés,Amuse-gueules,Biscuits apéritifs","['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:crackers']",3392460460409,"France,Polynésie française,La Réunion","['en:france', 'en:french-polynesia', 'en:reunion']",430.0,1810.0,12.0,3.4,"Farine de blé 98%, huile de palme, sel, correcteur d'acidité (carbonates de sodium), farine d'_orge_ maltée, levure.",,3.0,d,14,,[],Crackers heudebert,11.0,250 g,1.8,5.7,5 Crackers 31.25g,0.72,1.6,,,,,,,,,,,,,,
snacks,,"Côte d’or,Mondelez","['cote-d-or', 'mondelez']",57.0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:milk-chocolates']",5410081200551,"Belgique,France,Suisse","['en:belgium', 'en:france', 'en:switzerland']",520.0,2175.0,28.0,3.7,"Sucre, pâte de cacao, beurre de cacao, _lait_ écrémé en poudre, lactosérum en poudre (de _lait_), _beurre_ concentré, émulsifiant (lécithines de _soja_), arômes.",,4.0,e,24,,[],L'original Lait,7.4,200 g,0.23,17.0,25g,0.092,55.0,,,,,,,,,,,,,,
snacks,,Kinder,['kinder'],52.5,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons, en:candies","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolate-candies', 'en:bonbons', 'en:candies']",5413548283128,"Österreich,Belgien,Frankreich,Deutschland,Spanien","['en:austria', 'en:belgium', 'en:france', 'en:germany', 'en:spain']",576.0,2401.0,36.6,,"simply more for choco crossles rze classic 10% time distag 2,59 67, 2,19 2,59 1,99 chol chi choo chip origin fons",,,e,28,,[],Schokobons,8.3,200g,0.28,21.2,5.8 g (Portion),0.112,52.2,,,,,,,,,,,,,,
snacks,,Hacendado,['hacendado'],60.0,"Botanas, Snacks dulces, Galletas y pasteles, Galletas","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits']",8480000142429,España,['en:spain'],428.0,1789.0,18.0,8.3,"Espelta 68 % (_gluten_, harina integral de _trigo_ espelta, copos de _trigo_ (espelta), edulcorante (maltitol), grasa vegetal de palma, fibra vegetal (inulina), _leche_ desnatada en polvo, fibra vegetal (avena), gasificantes (carbonatos de sodio, carbonato de amonio y difosfatos), sal, aromas, emulgente (lecitina de _soja_).",,4.0,d,12,España,['en:spain'],Trigo espelta 0% azúcares añadidos,9.6,200 g,1.1,8.1,,0.44,2.1,,,,,,,,,,,,,,
snacks,,LU,['lu'],75.0,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:shortbread-cookies']",3017760851466,"France,Suisse","['en:france', 'en:switzerland']",460.0,1935.0,14.0,2.5,"Farine de blé 60 %, sucre, beurre 15 %, amidon de blé, sucre de canne roux 1,2 %, extrait de malt d'orge, jaunes d'oeufs en poudre, lait entier en poudre, sel, poudre à lever (carbonates d'ammonium).",,3.0,d,17,France,['en:france'],Sablé des Flandres,6.7,250 g,0.3,8.9,31.25 g (x5),0.12,26.0,,,,,,,,,,,,,,
snacks,,"Ancel,Dr. Oetker","['ancel', 'dr-oetker']",75.0,"Snacks, Snacks salés, Amuse-gueules, Biscuits apéritifs, Bretzels","['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:crackers', 'en:pretzel']",3027030007622,France,['en:france'],398.0,1681.0,5.3,,"Farine de BLÉ, extrait de malt d'ORGE, 3,2% huile de tournesol, sel levure, correcteur d'acidité (hydroxyde de sodium),",,3.0,d,15,,[],Sticks et Bretzels d'Alsace,10.0,137 g,3.9,0.5,27 g,1.56,2.3,,,,,,,,,,,,,,
snacks,,Bonne Maman,['bonne-maman'],63.0,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés","['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:shortbread-cookies']",3045320057294,"France,Switzerland","['en:france', 'en:switzerland']",513.0,,26.0,1.4,"Farine de _blé_ tendre, _beurre_ frais 31 %, sucre, _œufs_ frais, _lait_ écrémé en poudre, sel, poudres à lever (carbonates de sodium, diphosphates).",,4.0,e,23,,[],Galettes Pur Beurre,6.0,170 g,0.8,15.0,"28,3 g, 2 galettes",0.32,26.0,,,,,,,,,,,,,,
snacks,0.0,BN,['bn'],66.2,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Filled biscuits","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits', 'en:filled-biscuits']",3061990141101,"Bélgica,Francia,Reunión,Suiza","['en:belgium', 'en:france', 'en:reunion', 'en:switzerland']",482.0,2021.0,20.3,3.8,"cereals (wheat flour, wholemeal rye flour), sugar, vegetable oils (palm, palm kernel, rapeseed), fat reduced cocoa powder, milk solids, wheat starch, salt, raising agents (sodium bicarbonate, ammonium bicarbonate), emulsifiers (e472c, e472e), dried whole milk, flavouring, formaggio allergens, including cereals containing gluten, see ingredients in bold, may also contain nuts, soya,",,4.0,d,18,fr:Blé 100 % Français,['fr:ble-100-francais'],"BN - Mini Chocolate Cookies, 175g (6.2oz)",6.4,175g,0.42,9.9,7g,0.168,30.6,,,,,,,,,,,,,,
snacks,,Pringles,['pringles'],56.0,"Botanas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Aperitivos salados elaborados con patata, en:Tuiles salées","['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:salty-snacks-made-from-potato', 'en:tuiles-salees']",5053990127740,"Francia,Senegal,España,en:Allemagne,en:Espagne","['en:france', 'en:senegal', 'en:spain', 'en:allemagne', 'en:espagne']",525.0,2191.0,30.0,3.4,"Patatas deshidratadas, aceites vegetales (girasol, maíz), harina de arroz, almidón de _trigo_, harina de maíz, condimento a base de nata acidificada y cebolla (almidón de _trigo_, potenciadores del sabor (glutamato de monosodio, guanilato disódico, inosinato disódico), cebolla en polvo, maltodextrina, sal, dextrosa, azúcar, suero de _leche_ dulce en polvo, almidón de patata, almidón de maíz modificado, acidulantes (ácido cítrico, ácido láctico, ácido málico) nata acidificada en polvo (_leche_), aromas (_leche_), extracto de levadura, jarabe de glucosa, proteínas de la _leche_, harina de arroz), emulgente (E471), maltodextrina, sal, colorante (norbixina de annato).",,4.0,d,14,,[],Pringles Sour Cream & Onion,6.0,165g,1.3,6.4,30g,0.52,2.7,,,,,,,,,,,,,,
snacks,,Brets,['brets'],45.0,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Seeds, Appetizers, Cereals and their products, Chips and fries, Cereal grains, Crisps, Buckwheat, Chips-de-sarrasin","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:seeds', 'en:appetizers', 'en:cereals-and-their-products', 'en:chips-and-fries', 'en:cereal-grains', 'en:crisps', 'en:buckwheat', 'en:chips-de-sarrasin']",3497917002451,Frankrijk,['en:france'],567.0,2359.0,38.0,4.6,"Farine de sarrasin (France) (60,9%), huile de tournesol (38%), sel de Guérande (1,1%).",,3.0,c,10,"Bretagne,France","['en:france', 'en:bretagne']",La Chips de Sarrasin au Sel de Guérande,8.9,120 g e,1.1,3.1,30g,0.44,0.6,,,,,,,,,,,,,,
snacks,,Le Pain des Fleurs,['le-pain-des-fleurs'],74.3,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Extruded crispbreads","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:extruded-crispbreads']",6175634,France,['en:france'],333.0,,1.3,1.8,TARTINES BIO CRAQUANTES châtaigne,,,b,2,,[],Tartines craquantes à la châtaigne,5.3,,0.3,0.3,,0.12,5.4,,,,,,,,,,,,,,
snacks,,La Fournée Dorée,['la-fournee-doree'],50.0,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Gâches, Brioches au chocolat","['en:snacks', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:viennoiseries', 'en:brioches', 'fr:gaches', 'en:brioche-filled-with-chocolate-drops']",3587220551507,France,['en:france'],354.0,1487.0,13.0,,"Farine de BLÉ française 45%, sucre, pépites de chocolat au LAIT 6% (sucre, poudre de LAIT entier, beurre de cacao, pâte de cacao, émulsifiant (lécithine de tournesol), arôme naturel de vanille), pépites de chocolat 6% (sucre, pâte de cacao, beurre de cacao, arôme naturel de vanille, émulsifiant (lécithine de tournesol)), ŒUFS entiers frais 6%, sirop de sucre inverti, CREME fraîche, française 3,5%, huile de colza, BEURRE pâtissier, levure, sel, gluten de BLÉ, arôme naturel (contient alcool), émulsifiant (E471), poudre de LAIT écrémé, arôme, protéines de LAIT, levure désactivée, colorant (béta carotène)",,4.0,d,17,France,['en:france'],La Gâche Tranchée,8.0,500g,1.07,5.8,,0.428,19.0,,,,,,,,,,,,,,
snacks,,La Boulangère,['la-boulangere'],39.0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Snacks, Snacks sucrés, en:Sweet pastries and pies, Viennoiseries","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:sliced-breads']",3760049796384,France,['en:france'],298.0,1249.0,10.0,5.8,"Farine de BLÉ *50 %, eau, huile de colza, graines de tournesol décortiquées 4,6 %, graines de millet décortiquées 1,8 %, graines de lin brun 1,8%, semoule de BLÉ dur 1,6 %, levains de BLÉ dévitalisés, sel, arôme naturel (contient alcool), graines de pavot bleu 0,7 %, flocons d'AVOINE 0,7 %, levure, vinaigre, graines de quinoa 0,4 %, graines d'amarante 0,4%, conservateur : propionate de calcium, levure désactivée, farine de BLÉ d'épeautre 0,3 %, GLUTEN DE BLÉ , farine de SEIGLE 0,2%, farine d'ORGE maltée torréfiée 0,1%, farine de BLÉ malté torréfié 0,1%, antioxydant : acide ascorbique. Traces éventuelles d'œufs, soja, lait, moutarde et graines de sésame. * Ingrédient issu du commerce équitable français.",,4.0,a,-3,,[],Tartines céréales 450g,10.0,450 g,1.1,1.0,37.5 g (1 tranche (environ 37.5 g)),0.44,2.9,,,,,,,,,,,,,,
snacks,,Heidi,['heidi'],16.0,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates']",5941021001674,Romania,['en:romania'],603.0,2520.0,52.0,,"dark chocolate 85%, ingredients: cocoa mass, cocoa butter, cocoa powder, sugar, emulsifier: lecithin (contains  soy ), natural vanilla flavoring, cocoa solids in chocolate: 85% minimum, may contain traces of  tree nuts ,  gluten  and  milk ,",,4.0,e,19,,[],Dark Extreme,9.3,80 g,0.02,31.0,80 g,0.008,12.0,,,,,,,,,,,,,,
snacks,,St Michel,['st-michel'],55.0,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Madeleines, Madeleines natures","['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:cakes', 'en:madeleines', 'en:plain-madeleines']",3178530410112,"France, en:reunion","['en:france', 'en:reunion']",441.0,1845.0,22.0,1.1,"Farine de blé (32%), huile de colza non hydrogénée, sucre, oeufs de poules élevées en plein air (16%), stabilisant: glycérol, sirop de glucose-fructose, lait frais demi-écrémé pasteurisé (5%), poudres à lever : diphosphates et carbonates de sodium (blé), sel, arôme.
Contient soja.

Traces éventuelles de fruits à coque.",,4.0,d,14,,[],Petites Madeleines,5.8,1 kg (57 unités),0.72,2.3,"15,5 g",0.288,23.0,,,,,,,,,,,,,,
snacks,,Carrefour,['carrefour'],26.0,"Snacks, Desserts, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs","['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates']",3560070669981,"France,Italie,Maroc,Espagne","['en:france', 'en:italy', 'en:morocco', 'en:spain']",622.0,2575.0,51.0,12.0,"Pâte de cacao, sucre, beurre de cacao, arôme naturel de vanille.",,4.0,d,16,,[],80% cacao noir,9.5,80 g,0.0,31.0,8 g,0.0,20.0,,,,,,,,,,,,,,
snacks,,Tesco,['tesco'],68.0,"Plant-based foods and beverages, Plant-based foods, Snacks, Breakfasts, Cereals and potatoes, Sweet snacks, Cereals and their products, Biscuits and cakes, Breakfast cereals, Biscuits","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:cereals-and-their-products', 'en:biscuits-and-cakes', 'en:breakfast-cereals', 'en:biscuits']",5000119117359,en:United Kingdom,['en:united-kingdom'],358.0,1514.0,2.0,10.0,"Wheat (95%), Malted Barley Extract, Sugar, Salt, Niacin, Iron, Riboflavin, Thiamin, Folic Acid. Allergy Advice",,3.0,a,-5,,[],Wheat Biscuits,12.0,n.48 - 912g,0.28,0.6,38g,0.112,4.4,,,0.00017,,,0.012,,,0.014,,,,,
snacks,,Hacendado,['hacendado'],73.0,"Botanas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Patatas fritas de maíz","['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:corn-chips']",8480000336408,España,['en:spain'],540.0,2258.0,22.0,6.3,"Maíz (85%), aceite de girasol (13%), sal marina,",,3.0,b,0,,[],Nachos,10.0,150 g,0.5,2.1,30 g,0.2,3.1,,,,,,,,,,,,,,
snacks,,Ferrero,['ferrero'],56.5,"Imbiss,Süßer Snack,Kakao und Kakaoprodukte,Süßwaren,Festtagsessen,Schokoladenkonfekt,Schokoladen,Schokoladenformteile,Osterschokoladen,Schokoladeneier,Osterschokoladeneier,Hohlkörper-Schokoladeneier,en:Œufs en chocolat","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:festive-foods', 'en:chocolate-candies', 'en:chocolates', 'en:chocolate-molds', 'en:easter-food', 'en:chocolate-eggs', 'en:easter-eggs', 'en:hollow-chocolate-eggs', 'en:oeufs-en-chocolat']",80310891,"France,Germany,United Arab Emirates","['en:france', 'en:germany', 'en:united-arab-emirates']",550.0,2296.0,32.0,0.0,"Sucre, graisses végétales (palme, karité), LAIT écrémé en poudre 19,5%, farine de FROMENT, cacao maigre 3,5%, amidon de FROMENT, pâte de cacao, extrait de malt d'ORGE, émulsifiants : lécithines [SOJA] ; huile de tournesol, protéines de LAIT, beurre de cacao, arômes, poudres à lever (carbonate acide d'ammonium, carbonate acide de sodium), sel.",,4.0,e,27,,[],,8.2,20 g,0.318,15.4,20g,0.1272,51.0,,,,,,,,,,,,,,
snacks,,"Delacre,Ferrero","['delacre', 'ferrero']",63.8,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits secs, Biscuits cigarettes","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:dry-biscuits', 'en:cigarette-russes']",3116430210388,"France,Suisse","['en:france', 'en:switzerland']",547.0,2285.0,30.4,,"Farine de ble - sucre - graisse végétale (palme, palmiste) - blanc d'oeuf en poudre - sel - émulsifiant : lecithine de soja - arôme. peut contenir des traces de fruits a coque et de lait.#",,4.0,e,25.0,,[],Biscuits Delacre Cigarettes Russes - 200g,3.8,200 g,0.27,22.8,7.3g,0.108,36.4,,,,,,,,,,,,,,
snacks,,LU,['lu'],61.0,"Snacks, Sweet snacks, Bars, Cereal bars, Nuts cereal bars, Cereal bar with almonds or hazelnuts, Cereal bar with hazelnuts","['en:snacks', 'en:sweet-snacks', 'en:bars', 'en:cereal-bars', 'en:nuts-cereal-bars', 'en:cereal-bar-with-almonds-or-hazelnuts', 'en:cereal-bar-with-hazelnuts']",3392460481671,"Bélgica,Francia,Suiza","['en:belgium', 'en:france', 'en:switzerland']",461.0,1927.0,22.0,3.7,"cereals 39 % (oatmeal 12 %, but 9,5 %, rice flour 7,8 %, wheat flour 4,8 %, malted rye flakes 4,4 %, malted wheat flour 0,5 %), glucose syrup, hazelnuts 15 %, stabilizer (sorbitols), vegetable oils (rapeseed, palm), sugar, salt, wheat gluten, dextrose, emulsifier (sunflower lecithins), flavour (contains hazelnuts), barley malt extract, acidity regulator (citric acid),",,4.0,d,11.0,,[],"LU - Grany Hazelnuts 5 Cereals Bar x6, 125g (4.5oz)",6.6,125 g,0.58,4.2,20.8g,0.232,18.0,,,,,,,,,,,,,,
snacks,,Weetabix,['weetabix'],64.0,"Plant-based foods and beverages, Plant-based foods, Snacks, Breakfasts, Cereals and potatoes, Sweet snacks, Biscuits and cakes, Biscuits","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits']",5010029207880,"Francia,España,Reino Unido","['en:france', 'en:spain', 'en:united-kingdom']",395.0,,8.0,,"wholegrain oats 97%,
malted barley extract,
sugar,
salt.",,3.0,b,1.0,,[],Oatibix,13.0,,0.28,1.3,,0.112,3.2,,,,,,,,,,,,,,
snacks,,pure via,['pure-via'],99.0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Édulcorants, Additifs alimentaires, Pâtisseries, Succédanés du sucre, Sucres, Édulcorants naturels","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:sweeteners', 'en:food-additives', 'en:pastries', 'en:sugar-substitutes', 'en:sugars', 'en:natural-sugar-substitutes']",3329757004442,France,['en:france'],1.0,,0.0,0.0,"Agent de charge : erythritol, stabilisant : gomme d'acacia, édulcorant : glycosides de stéviol (0.2%).",,4.0,not-applicable,,,[],Sucre Pure Via SpecialPatisserie,0.0,380 g,0.0,0.0,4 g,0.0,0.0,,,,,,,,,,,,,,
snacks,0.0,Lindt,['lindt'],50.0,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolates, Dark chocolates, Salted chocolates, Fleur de sel chocolates, Salted dark chocolates, Dark chocolates with fleur de sel, Extra fine dark chocolates","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolates', 'en:dark-chocolates', 'en:salted-chocolates', 'en:fleur-de-sel-chocolates', 'en:salted-dark-chocolates', 'en:dark-chocolates-with-fleur-de-sel', 'en:extra-fine-dark-chocolates']",3046920029674,"Belgium,Denmark,France,Germany,Spain,Switzerland,United Kingdom, en:italy","['en:belgium', 'en:denmark', 'en:france', 'en:germany', 'en:italy', 'en:spain', 'en:switzerland', 'en:united-kingdom']",529.0,,32.0,0.0,"sugar, cocoa mass, cocoa butter, anhydrous  milk fat, emulsifier (soya lecithin), sea salt (0,3%), flavouring vanillin,",,4.0,e,27.0,,[],Excellence - a touch of sea salt Dark,6.2,12ชิ้น,0.31,20.0,30g,0.124,48.0,,,,,,,,,,,,,,
snacks,,Zlatna Dobrudzha,['zlatna-dobrudzha'],72.4,"Закуски, Солени закуски, en:чипс","['en:snacks', 'en:salty-snacks', 'en:чипс']",3800082900567,"Bulgaria,France,United Kingdom","['en:bulgaria', 'en:france', 'en:united-kingdom']",381.3,,4.5,1.8,"Пшенично брашно тип ,,500-62,4%, вода, растителна мазнина-палмово масло, нодирана сол - 3%, захар, хлебна мая,жиселинен регулатор - натриев бикарбонат Съдържа алергени: пшеничен глутен, Може да съдържа следи от: сусам и соя,",,4.0,d,15.0,Bulgaria,['en:bulgaria'],Солети златна добруджа,8.4,60g,2.5,2.3,,1.0,2.7,,,,,,,,,,,,,,
snacks,,Kinder,['kinder'],52.3,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Festive foods, Chocolate candies, Chocolates, Chocolate molds, Easter food, Chocolate eggs, Easter eggs, Hollow chocolate eggs, Riegel, Schokoladen, Schokoladeneier, Schokoladenkonfekt, Schokoriegel, Susser-snack, Susswaren","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:festive-foods', 'en:chocolate-candies', 'en:chocolates', 'en:chocolate-molds', 'en:easter-food', 'en:chocolate-eggs', 'en:easter-eggs', 'en:hollow-chocolate-eggs', 'en:riegel', 'en:schokoladen', 'en:schokoladeneier', 'en:schokoladenkonfekt', 'en:schokoriegel', 'en:susser-snack', 'en:susswaren']",40084107,"Australia,Francia,Alemania","['en:australia', 'en:france', 'en:germany']",552.0,,34.2,0.0,"VOLLMILCHSCHOKOLADE 47 % (Zucker, VOLLMILCHPULVER, Kakaobuiter, Kakaomasse, Emulgator Lecithine (SOJA), Vanillin), MAGERNILCHPULVER (17 %), Zucker, Pflanzliche Fette (Palm, Shea), BUTTERREINFETT, Emulgatos Lecithine (SOJA), Vanillin",,4.0,e,27.0,,[],Huevo Chocolate Kinder,8.1,20g,0.325,22.6,20g,0.13,52.1,,,,,,,,,,,,,,
